indice_tiempo,region_de_destino,categoria_del_hotel,tarifa_media_diaria_en_usd,observaciones
2018-10-01,Norte,Para Hoteles,21.29,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-10-01,Norte,Total,39.2,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-10-01,Patagonia,1 y 2 estrellas,35.41,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-10-01,Patagonia,3 estrellas/boutiques/aparts,45.69,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-10-01,Patagonia,4 y 5 estrellas,89.67,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-10-01,Patagonia,Para Hoteles,33.19,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-10-01,Patagonia,Total,54.66,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-11-01,Buenos Aires,1 y 2 estrellas,17.46,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-11-01,Buenos Aires,3 estrellas/boutiques/aparts,41.34,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-11-01,Buenos Aires,4 y 5 estrellas,59.21,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-11-01,Buenos Aires,Para Hoteles,24.33,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-11-01,Buenos Aires,Total,36.43,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-11-01,CABA,1 y 2 estrellas,28.59,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-11-01,CABA,3 estrellas/boutiques/aparts,64.75,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-11-01,CABA,4 y 5 estrellas,119.41,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-11-01,CABA,Para Hoteles,17.54,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-11-01,CABA,Total,84.31,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-11-01,Cuyo,1 y 2 estrellas,24.27,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-11-01,Cuyo,3 estrellas/boutiques/aparts,41.74,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-11-01,Cuyo,4 y 5 estrellas,77.45,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-11-01,Cuyo,Para Hoteles,17.09,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-11-01,Cuyo,Total,47.13,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-11-01,Córdoba,1 y 2 estrellas,23.25,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-11-01,Córdoba,3 estrellas/boutiques/aparts,37.47,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-11-01,Córdoba,4 y 5 estrellas,53.52,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-11-01,Córdoba,Para Hoteles,36.87,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-11-01,Córdoba,Total,35.03,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-11-01,Litoral,1 y 2 estrellas,24.99,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-11-01,Litoral,3 estrellas/boutiques/aparts,36.94,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-11-01,Litoral,4 y 5 estrellas,63.74,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-11-01,Litoral,Para Hoteles,25.55,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-11-01,Litoral,Total,43.66,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-11-01,Norte,1 y 2 estrellas,27.59,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-11-01,Norte,3 estrellas/boutiques/aparts,38.27,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-11-01,Norte,4 y 5 estrellas,61.38,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-11-01,Norte,Para Hoteles,20.65,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-11-01,Norte,Total,39.8,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-11-01,Patagonia,1 y 2 estrellas,40.72,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-11-01,Patagonia,3 estrellas/boutiques/aparts,53.02,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-11-01,Patagonia,4 y 5 estrellas,108.35,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-11-01,Patagonia,Para Hoteles,36.37,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-11-01,Patagonia,Total,63.03,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-12-01,Buenos Aires,1 y 2 estrellas,22.69,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-12-01,Buenos Aires,3 estrellas/boutiques/aparts,52.22,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-12-01,Buenos Aires,4 y 5 estrellas,65.74,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-12-01,Buenos Aires,Para Hoteles,32.88,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-12-01,Buenos Aires,Total,43.76,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-12-01,CABA,1 y 2 estrellas,28.68,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-12-01,CABA,3 estrellas/boutiques/aparts,62.34,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-12-01,CABA,4 y 5 estrellas,105.08,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-12-01,CABA,Para Hoteles,16.68,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-12-01,CABA,Total,75.76,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-12-01,Cuyo,1 y 2 estrellas,24.11,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-12-01,Cuyo,3 estrellas/boutiques/aparts,39.28,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-12-01,Cuyo,4 y 5 estrellas,70.34,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-12-01,Cuyo,Para Hoteles,19.4,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-12-01,Cuyo,Total,45.09,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-12-01,Córdoba,1 y 2 estrellas,23.99,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-12-01,Córdoba,3 estrellas/boutiques/aparts,37.17,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-12-01,Córdoba,4 y 5 estrellas,51.13,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-12-01,Córdoba,Para Hoteles,43.08,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-12-01,Córdoba,Total,36.61,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-12-01,Litoral,1 y 2 estrellas,25.03,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-12-01,Litoral,3 estrellas/boutiques/aparts,34.84,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-12-01,Litoral,4 y 5 estrellas,60.51,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-12-01,Litoral,Para Hoteles,28.66,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-12-01,Litoral,Total,41.86,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-12-01,Norte,1 y 2 estrellas,24.78,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-12-01,Norte,3 estrellas/boutiques/aparts,37.23,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-12-01,Norte,4 y 5 estrellas,60.28,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-12-01,Norte,Para Hoteles,19.69,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-12-01,Norte,Total,37.92,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-12-01,Patagonia,1 y 2 estrellas,41.45,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-12-01,Patagonia,3 estrellas/boutiques/aparts,56.9,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-12-01,Patagonia,4 y 5 estrellas,125.85,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-12-01,Patagonia,Para Hoteles,37.78,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2018-12-01,Patagonia,Total,68.17,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-01-01,Buenos Aires,1 y 2 estrellas,33.46,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-01-01,Buenos Aires,3 estrellas/boutiques/aparts,78.66,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-01-01,Buenos Aires,4 y 5 estrellas,87.02,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-01-01,Buenos Aires,Para Hoteles,45.84,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-01-01,Buenos Aires,Total,57.55,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-01-01,CABA,1 y 2 estrellas,28.03,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-01-01,CABA,3 estrellas/boutiques/aparts,57.6,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-01-01,CABA,4 y 5 estrellas,101.97,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-01-01,CABA,Para Hoteles,17.24,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-01-01,CABA,Total,70.66,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-01-01,Cuyo,1 y 2 estrellas,31.22,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-01-01,Cuyo,3 estrellas/boutiques/aparts,45.01,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-01-01,Cuyo,4 y 5 estrellas,82.22,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-01-01,Cuyo,Para Hoteles,32.35,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-01-01,Cuyo,Total,50.58,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-01-01,Córdoba,1 y 2 estrellas,36.14,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-01-01,Córdoba,3 estrellas/boutiques/aparts,52.89,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-01-01,Córdoba,4 y 5 estrellas,61.72,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-01-01,Córdoba,Para Hoteles,53.82,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-01-01,Córdoba,Total,49.12,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-01-01,Litoral,1 y 2 estrellas,28.71,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-01-01,Litoral,3 estrellas/boutiques/aparts,36.89,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-01-01,Litoral,4 y 5 estrellas,72.21,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-01-01,Litoral,Para Hoteles,30.78,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-01-01,Litoral,Total,46.71,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-01-01,Norte,1 y 2 estrellas,29.23,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-01-01,Norte,3 estrellas/boutiques/aparts,43.96,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-01-01,Norte,4 y 5 estrellas,66.7,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-01-01,Norte,Para Hoteles,21.05,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-01-01,Norte,Total,38.35,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-01-01,Patagonia,1 y 2 estrellas,46.94,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-01-01,Patagonia,3 estrellas/boutiques/aparts,67.16,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-01-01,Patagonia,4 y 5 estrellas,127.05,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-01-01,Patagonia,Para Hoteles,48.55,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-01-01,Patagonia,Total,73.68,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-02-01,Buenos Aires,1 y 2 estrellas,28.64,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-02-01,Buenos Aires,3 estrellas/boutiques/aparts,66.41,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-02-01,Buenos Aires,4 y 5 estrellas,75.25,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-02-01,Buenos Aires,Para Hoteles,41.18,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-02-01,Buenos Aires,Total,50.21,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-02-01,CABA,1 y 2 estrellas,27.16,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2019-02-01,CABA,3 estrellas/boutiques/aparts,60.05,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
