indice_tiempo,region_de_destino,categoria_del_hotel,puestos_de_trabajo,observaciones
2017-04-01,Litoral,3 estrellas/boutiques/aparts,2099,""
2017-04-01,Litoral,4 y 5 estrellas,3780,""
2017-04-01,Litoral,Para Hoteles,1619,""
2017-04-01,Norte,1 y 2 estrellas,1211,""
2017-04-01,Norte,3 estrellas/boutiques/aparts,1823,""
2017-04-01,Norte,4 y 5 estrellas,2281,""
2017-04-01,Norte,Para Hoteles,1876,""
2017-04-01,Patagonia,1 y 2 estrellas,1614,""
2017-04-01,Patagonia,3 estrellas/boutiques/aparts,2955,""
2017-04-01,Patagonia,4 y 5 estrellas,3731,""
2017-04-01,Patagonia,Para Hoteles,2327,""
2017-05-01,Buenos Aires,1 y 2 estrellas,470,""
2017-05-01,Buenos Aires,3 estrellas/boutiques/aparts,1572,""
2017-05-01,Buenos Aires,4 y 5 estrellas,1539,""
2017-05-01,Buenos Aires,Para Hoteles,2089,""
2017-05-01,CABA,1 y 2 estrellas,842,""
2017-05-01,CABA,3 estrellas/boutiques/aparts,3419,""
2017-05-01,CABA,4 y 5 estrellas,8435,""
2017-05-01,CABA,Para Hoteles,1604,""
2017-05-01,Cuyo,1 y 2 estrellas,973,""
2017-05-01,Cuyo,3 estrellas/boutiques/aparts,2270,""
2017-05-01,Cuyo,4 y 5 estrellas,2868,""
2017-05-01,Cuyo,Para Hoteles,916,""
2017-05-01,Córdoba,1 y 2 estrellas,1172,""
2017-05-01,Córdoba,3 estrellas/boutiques/aparts,1366,""
2017-05-01,Córdoba,4 y 5 estrellas,969,""
2017-05-01,Córdoba,Para Hoteles,1741,""
2017-05-01,Litoral,1 y 2 estrellas,840,""
2017-05-01,Litoral,3 estrellas/boutiques/aparts,1997,""
2017-05-01,Litoral,4 y 5 estrellas,3696,""
2017-05-01,Litoral,Para Hoteles,1555,""
2017-05-01,Norte,1 y 2 estrellas,1155,""
2017-05-01,Norte,3 estrellas/boutiques/aparts,1821,""
2017-05-01,Norte,4 y 5 estrellas,2283,""
2017-05-01,Norte,Para Hoteles,1779,""
2017-05-01,Patagonia,1 y 2 estrellas,1565,""
2017-05-01,Patagonia,3 estrellas/boutiques/aparts,2638,""
2017-05-01,Patagonia,4 y 5 estrellas,3416,""
2017-05-01,Patagonia,Para Hoteles,1810,""
2017-06-01,Buenos Aires,1 y 2 estrellas,426,""
2017-06-01,Buenos Aires,3 estrellas/boutiques/aparts,1589,""
2017-06-01,Buenos Aires,4 y 5 estrellas,1539,""
2017-06-01,Buenos Aires,Para Hoteles,1937,""
2017-06-01,CABA,1 y 2 estrellas,872,""
2017-06-01,CABA,3 estrellas/boutiques/aparts,3415,""
2017-06-01,CABA,4 y 5 estrellas,8672,""
2017-06-01,CABA,Para Hoteles,1599,""
2017-06-01,Cuyo,1 y 2 estrellas,1018,""
2017-06-01,Cuyo,3 estrellas/boutiques/aparts,2152,""
2017-06-01,Cuyo,4 y 5 estrellas,3131,""
2017-06-01,Cuyo,Para Hoteles,934,""
2017-06-01,Córdoba,1 y 2 estrellas,1131,""
2017-06-01,Córdoba,3 estrellas/boutiques/aparts,1243,""
2017-06-01,Córdoba,4 y 5 estrellas,938,""
2017-06-01,Córdoba,Para Hoteles,1765,""
2017-06-01,Litoral,1 y 2 estrellas,868,""
2017-06-01,Litoral,3 estrellas/boutiques/aparts,2003,""
2017-06-01,Litoral,4 y 5 estrellas,3726,""
2017-06-01,Litoral,Para Hoteles,1490,""
2017-06-01,Norte,1 y 2 estrellas,1225,""
2017-06-01,Norte,3 estrellas/boutiques/aparts,1962,""
2017-06-01,Norte,4 y 5 estrellas,2389,""
2017-06-01,Norte,Para Hoteles,1774,""
2017-06-01,Patagonia,1 y 2 estrellas,1540,""
2017-06-01,Patagonia,3 estrellas/boutiques/aparts,2796,""
2017-06-01,Patagonia,4 y 5 estrellas,3540,""
2017-06-01,Patagonia,Para Hoteles,1796,""
2017-07-01,Buenos Aires,1 y 2 estrellas,475,""
2017-07-01,Buenos Aires,3 estrellas/boutiques/aparts,1696,""
2017-07-01,Buenos Aires,4 y 5 estrellas,1450,""
2017-07-01,Buenos Aires,Para Hoteles,1982,""
2017-07-01,CABA,1 y 2 estrellas,875,""
2017-07-01,CABA,3 estrellas/boutiques/aparts,3396,""
2017-07-01,CABA,4 y 5 estrellas,8591,""
2017-07-01,CABA,Para Hoteles,1590,""
2017-07-01,Cuyo,1 y 2 estrellas,1024,""
2017-07-01,Cuyo,3 estrellas/boutiques/aparts,2421,""
2017-07-01,Cuyo,4 y 5 estrellas,3181,""
2017-07-01,Cuyo,Para Hoteles,984,""
2017-07-01,Córdoba,1 y 2 estrellas,1432,""
2017-07-01,Córdoba,3 estrellas/boutiques/aparts,1419,""
2017-07-01,Córdoba,4 y 5 estrellas,966,""
2017-07-01,Córdoba,Para Hoteles,1935,""
2017-07-01,Litoral,1 y 2 estrellas,822,""
2017-07-01,Litoral,3 estrellas/boutiques/aparts,2056,""
2017-07-01,Litoral,4 y 5 estrellas,3780,""
2017-07-01,Litoral,Para Hoteles,1679,""
2017-07-01,Norte,1 y 2 estrellas,1269,""
2017-07-01,Norte,3 estrellas/boutiques/aparts,1966,""
2017-07-01,Norte,4 y 5 estrellas,2561,""
2017-07-01,Norte,Para Hoteles,1815,""
2017-07-01,Patagonia,1 y 2 estrellas,1843,""
2017-07-01,Patagonia,3 estrellas/boutiques/aparts,2949,""
2017-07-01,Patagonia,4 y 5 estrellas,3853,""
2017-07-01,Patagonia,Para Hoteles,2371,""
2017-08-01,Buenos Aires,1 y 2 estrellas,487,""
2017-08-01,Buenos Aires,3 estrellas/boutiques/aparts,1716,""
2017-08-01,Buenos Aires,4 y 5 estrellas,1511,""
2017-08-01,Buenos Aires,Para Hoteles,1957,""
2017-08-01,CABA,1 y 2 estrellas,886,""
2017-08-01,CABA,3 estrellas/boutiques/aparts,3331,""
2017-08-01,CABA,4 y 5 estrellas,8542,""
2017-08-01,CABA,Para Hoteles,1521,""
2017-08-01,Cuyo,1 y 2 estrellas,1011,""
2017-08-01,Cuyo,3 estrellas/boutiques/aparts,2227,""
2017-08-01,Cuyo,4 y 5 estrellas,3180,""
2017-08-01,Cuyo,Para Hoteles,912,""
2017-08-01,Córdoba,1 y 2 estrellas,1335,""
2017-08-01,Córdoba,3 estrellas/boutiques/aparts,1405,""
2017-08-01,Córdoba,4 y 5 estrellas,965,""
2017-08-01,Córdoba,Para Hoteles,1979,""
2017-08-01,Litoral,1 y 2 estrellas,846,""
2017-08-01,Litoral,3 estrellas/boutiques/aparts,2040,""
2017-08-01,Litoral,4 y 5 estrellas,3728,""
2017-08-01,Litoral,Para Hoteles,1668,""
2017-08-01,Norte,1 y 2 estrellas,1245,""
2017-08-01,Norte,3 estrellas/boutiques/aparts,1885,""
2017-08-01,Norte,4 y 5 estrellas,2483,""
2017-08-01,Norte,Para Hoteles,1835,""
2017-08-01,Patagonia,1 y 2 estrellas,1912,""
2017-08-01,Patagonia,3 estrellas/boutiques/aparts,2839,""
2017-08-01,Patagonia,4 y 5 estrellas,3966,""
2017-08-01,Patagonia,Para Hoteles,2419,""
2017-09-01,Buenos Aires,1 y 2 estrellas,649,""
2017-09-01,Buenos Aires,3 estrellas/boutiques/aparts,1823,""
2017-09-01,Buenos Aires,4 y 5 estrellas,1644,""
2017-09-01,Buenos Aires,Para Hoteles,2138,""
2017-09-01,CABA,1 y 2 estrellas,883,""
2017-09-01,CABA,3 estrellas/boutiques/aparts,3289,""
2017-09-01,CABA,4 y 5 estrellas,8867,""
2017-09-01,CABA,Para Hoteles,1509,""
2017-09-01,Cuyo,1 y 2 estrellas,1018,""
2017-09-01,Cuyo,3 estrellas/boutiques/aparts,2319,""
2017-09-01,Cuyo,4 y 5 estrellas,3413,""
2017-09-01,Cuyo,Para Hoteles,953,""
2017-09-01,Córdoba,1 y 2 estrellas,1357,""
2017-09-01,Córdoba,3 estrellas/boutiques/aparts,1391,""
2017-09-01,Córdoba,4 y 5 estrellas,969,""
2017-09-01,Córdoba,Para Hoteles,1847,""
2017-09-01,Litoral,1 y 2 estrellas,816,""
2017-09-01,Litoral,3 estrellas/boutiques/aparts,2029,""
2017-09-01,Litoral,4 y 5 estrellas,3849,""
2017-09-01,Litoral,Para Hoteles,1524,""
2017-09-01,Norte,1 y 2 estrellas,1258,""
2017-09-01,Norte,3 estrellas/boutiques/aparts,1824,""
2017-09-01,Norte,4 y 5 estrellas,2466,""
2017-09-01,Norte,Para Hoteles,1821,""
2017-09-01,Patagonia,1 y 2 estrellas,1788,""
2017-09-01,Patagonia,3 estrellas/boutiques/aparts,2882,""
2017-09-01,Patagonia,4 y 5 estrellas,4196,""
2017-09-01,Patagonia,Para Hoteles,2263,""
2017-10-01,Buenos Aires,1 y 2 estrellas,738,""
2017-10-01,Buenos Aires,3 estrellas/boutiques/aparts,2093,""
2017-10-01,Buenos Aires,4 y 5 estrellas,1765,""
2017-10-01,Buenos Aires,Para Hoteles,2578,""
2017-10-01,CABA,1 y 2 estrellas,870,""
2017-10-01,CABA,3 estrellas/boutiques/aparts,3253,""
2017-10-01,CABA,4 y 5 estrellas,8923,""
2017-10-01,CABA,Para Hoteles,1457,""
2017-10-01,Cuyo,1 y 2 estrellas,993,""
2017-10-01,Cuyo,3 estrellas/boutiques/aparts,2434,""
2017-10-01,Cuyo,4 y 5 estrellas,2973,""
2017-10-01,Cuyo,Para Hoteles,890,""
2017-10-01,Córdoba,1 y 2 estrellas,1321,""
2017-10-01,Córdoba,3 estrellas/boutiques/aparts,1468,""
2017-10-01,Córdoba,4 y 5 estrellas,979,""
2017-10-01,Córdoba,Para Hoteles,1978,""
2017-10-01,Litoral,1 y 2 estrellas,819,""
2017-10-01,Litoral,3 estrellas/boutiques/aparts,2006,""
2017-10-01,Litoral,4 y 5 estrellas,3820,""
2017-10-01,Litoral,Para Hoteles,1626,""
2017-10-01,Norte,1 y 2 estrellas,1096,""
2017-10-01,Norte,3 estrellas/boutiques/aparts,1741,""
2017-10-01,Norte,4 y 5 estrellas,2470,""
2017-10-01,Norte,Para Hoteles,1825,""
2017-10-01,Patagonia,1 y 2 estrellas,1802,""
2017-10-01,Patagonia,3 estrellas/boutiques/aparts,2828,""
2017-10-01,Patagonia,4 y 5 estrellas,4042,""
2017-10-01,Patagonia,Para Hoteles,2230,""
2017-11-01,Buenos Aires,1 y 2 estrellas,764,""
2017-11-01,Buenos Aires,3 estrellas/boutiques/aparts,2148,""
2017-11-01,Buenos Aires,4 y 5 estrellas,1901,""
2017-11-01,Buenos Aires,Para Hoteles,2758,""
2017-11-01,CABA,1 y 2 estrellas,863,""
2017-11-01,CABA,3 estrellas/boutiques/aparts,3219,""
2017-11-01,CABA,4 y 5 estrellas,8979,""
2017-11-01,CABA,Para Hoteles,1430,""
2017-11-01,Cuyo,1 y 2 estrellas,1014,""
2017-11-01,Cuyo,3 estrellas/boutiques/aparts,2315,""
2017-11-01,Cuyo,4 y 5 estrellas,3004,""
2017-11-01,Cuyo,Para Hoteles,891,""
2017-11-01,Córdoba,1 y 2 estrellas,1388,""
2017-11-01,Córdoba,3 estrellas/boutiques/aparts,1468,""
2017-11-01,Córdoba,4 y 5 estrellas,977,""
2017-11-01,Córdoba,Para Hoteles,1873,""
2017-11-01,Litoral,1 y 2 estrellas,868,""
2017-11-01,Litoral,3 estrellas/boutiques/aparts,1985,""
2017-11-01,Litoral,4 y 5 estrellas,3919,""
2017-11-01,Litoral,Para Hoteles,1614,""
2017-11-01,Norte,1 y 2 estrellas,1032,""
2017-11-01,Norte,3 estrellas/boutiques/aparts,1751,""
2017-11-01,Norte,4 y 5 estrellas,2437,""
2017-11-01,Norte,Para Hoteles,1741,""
2017-11-01,Patagonia,1 y 2 estrellas,1518,""
2017-11-01,Patagonia,3 estrellas/boutiques/aparts,2913,""
2017-11-01,Patagonia,4 y 5 estrellas,4039,""
2017-11-01,Patagonia,Para Hoteles,2484,""
2017-12-01,Buenos Aires,1 y 2 estrellas,1250,""
2017-12-01,Buenos Aires,3 estrellas/boutiques/aparts,2494,""
2017-12-01,Buenos Aires,4 y 5 estrellas,2210,""
2017-12-01,Buenos Aires,Para Hoteles,3079,""
2017-12-01,CABA,1 y 2 estrellas,849,""
2017-12-01,CABA,3 estrellas/boutiques/aparts,3295,""
2017-12-01,CABA,4 y 5 estrellas,8921,""
2017-12-01,CABA,Para Hoteles,1450,""
2017-12-01,Cuyo,1 y 2 estrellas,1011,""
2017-12-01,Cuyo,3 estrellas/boutiques/aparts,2229,""
2017-12-01,Cuyo,4 y 5 estrellas,2956,""
2017-12-01,Cuyo,Para Hoteles,900,""
2017-12-01,Córdoba,1 y 2 estrellas,1428,""
2017-12-01,Córdoba,3 estrellas/boutiques/aparts,1529,""
2017-12-01,Córdoba,4 y 5 estrellas,975,""
2017-12-01,Córdoba,Para Hoteles,1928,""
2017-12-01,Litoral,1 y 2 estrellas,880,""
2017-12-01,Litoral,3 estrellas/boutiques/aparts,2012,""
2017-12-01,Litoral,4 y 5 estrellas,4050,""
2017-12-01,Litoral,Para Hoteles,1667,""
2017-12-01,Norte,1 y 2 estrellas,956,""
2017-12-01,Norte,3 estrellas/boutiques/aparts,1618,""
2017-12-01,Norte,4 y 5 estrellas,2447,""
2017-12-01,Norte,Para Hoteles,1761,""
2017-12-01,Patagonia,1 y 2 estrellas,1817,""
2017-12-01,Patagonia,3 estrellas/boutiques/aparts,2883,""
2017-12-01,Patagonia,4 y 5 estrellas,4239,""
2017-12-01,Patagonia,Para Hoteles,2773,""
2018-01-01,Buenos Aires,1 y 2 estrellas,2312,""
2018-01-01,Buenos Aires,3 estrellas/boutiques/aparts,3535,""
2018-01-01,Buenos Aires,4 y 5 estrellas,2172,""
2018-01-01,Buenos Aires,Para Hoteles,4031,""
2018-01-01,CABA,1 y 2 estrellas,855,""
2018-01-01,CABA,3 estrellas/boutiques/aparts,3186,""
2018-01-01,CABA,4 y 5 estrellas,8441,""
2018-01-01,CABA,Para Hoteles,1370,""
2018-01-01,Cuyo,1 y 2 estrellas,1086,""
2018-01-01,Cuyo,3 estrellas/boutiques/aparts,2206,""
2018-01-01,Cuyo,4 y 5 estrellas,3061,""
2018-01-01,Cuyo,Para Hoteles,1029,""
2018-01-01,Córdoba,1 y 2 estrellas,1739,""
2018-01-01,Córdoba,3 estrellas/boutiques/aparts,1794,""
2018-01-01,Córdoba,4 y 5 estrellas,1066,""
2018-01-01,Córdoba,Para Hoteles,2774,""
2018-01-01,Litoral,1 y 2 estrellas,788,""
2018-01-01,Litoral,3 estrellas/boutiques/aparts,1959,""
2018-01-01,Litoral,4 y 5 estrellas,4066,""
2018-01-01,Litoral,Para Hoteles,1619,""
2018-01-01,Norte,1 y 2 estrellas,979,""
2018-01-01,Norte,3 estrellas/boutiques/aparts,1353,""
2018-01-01,Norte,4 y 5 estrellas,2475,""
2018-01-01,Norte,Para Hoteles,1809,""
2018-01-01,Patagonia,1 y 2 estrellas,1864,""
2018-01-01,Patagonia,3 estrellas/boutiques/aparts,3046,""
2018-01-01,Patagonia,4 y 5 estrellas,4152,""
2018-01-01,Patagonia,Para Hoteles,3328,""
2018-02-01,Buenos Aires,1 y 2 estrellas,2293,""
2018-02-01,Buenos Aires,3 estrellas/boutiques/aparts,3556,""
2018-02-01,Buenos Aires,4 y 5 estrellas,2263,""
2018-02-01,Buenos Aires,Para Hoteles,3778,""
2018-02-01,CABA,1 y 2 estrellas,853,""
2018-02-01,CABA,3 estrellas/boutiques/aparts,3154,""
2018-02-01,CABA,4 y 5 estrellas,8316,""
2018-02-01,CABA,Para Hoteles,1385,""
2018-02-01,Cuyo,1 y 2 estrellas,1109,""
2018-02-01,Cuyo,3 estrellas/boutiques/aparts,2295,""
2018-02-01,Cuyo,4 y 5 estrellas,3094,""
2018-02-01,Cuyo,Para Hoteles,1013,""
2018-02-01,Córdoba,1 y 2 estrellas,1763,""
2018-02-01,Córdoba,3 estrellas/boutiques/aparts,1794,""
2018-02-01,Córdoba,4 y 5 estrellas,1064,""
2018-02-01,Córdoba,Para Hoteles,2812,""
2018-02-01,Litoral,1 y 2 estrellas,850,""
2018-02-01,Litoral,3 estrellas/boutiques/aparts,1945,""
2018-02-01,Litoral,4 y 5 estrellas,3981,""
2018-02-01,Litoral,Para Hoteles,1609,""
2018-02-01,Norte,1 y 2 estrellas,1008,""
2018-02-01,Norte,3 estrellas/boutiques/aparts,1425,""
2018-02-01,Norte,4 y 5 estrellas,2474,""
2018-02-01,Norte,Para Hoteles,1836,""
2018-02-01,Patagonia,1 y 2 estrellas,1733,""
2018-02-01,Patagonia,3 estrellas/boutiques/aparts,2885,""
2018-02-01,Patagonia,4 y 5 estrellas,4174,""
2018-02-01,Patagonia,Para Hoteles,3179,""
2018-03-01,Buenos Aires,1 y 2 estrellas,1669,""
2018-03-01,Buenos Aires,3 estrellas/boutiques/aparts,3118,""
2018-03-01,Buenos Aires,4 y 5 estrellas,2064,""
2018-03-01,Buenos Aires,Para Hoteles,3228,""
2018-03-01,CABA,1 y 2 estrellas,837,""
2018-03-01,CABA,3 estrellas/boutiques/aparts,3170,""
2018-03-01,CABA,4 y 5 estrellas,8837,""
2018-03-01,CABA,Para Hoteles,1393,""
2018-03-01,Cuyo,1 y 2 estrellas,1106,""
2018-03-01,Cuyo,3 estrellas/boutiques/aparts,2413,""
2018-03-01,Cuyo,4 y 5 estrellas,3182,""
2018-03-01,Cuyo,Para Hoteles,946,""
2018-03-01,Córdoba,1 y 2 estrellas,1613,""
2018-03-01,Córdoba,3 estrellas/boutiques/aparts,1674,""
2018-03-01,Córdoba,4 y 5 estrellas,993,""
2018-03-01,Córdoba,Para Hoteles,2551,""
2018-03-01,Litoral,1 y 2 estrellas,896,""
2018-03-01,Litoral,3 estrellas/boutiques/aparts,1944,""
2018-03-01,Litoral,4 y 5 estrellas,4016,""
2018-03-01,Litoral,Para Hoteles,1637,""
2018-03-01,Norte,1 y 2 estrellas,1199,""
2018-03-01,Norte,3 estrellas/boutiques/aparts,1660,""
2018-03-01,Norte,4 y 5 estrellas,2378,""
2018-03-01,Norte,Para Hoteles,1868,""
2018-03-01,Patagonia,1 y 2 estrellas,1370,""
2018-03-01,Patagonia,3 estrellas/boutiques/aparts,2729,""
2018-03-01,Patagonia,4 y 5 estrellas,4111,""
2018-03-01,Patagonia,Para Hoteles,2858,""
2018-04-01,Buenos Aires,1 y 2 estrellas,1115,""
2018-04-01,Buenos Aires,3 estrellas/boutiques/aparts,2550,""
2018-04-01,Buenos Aires,4 y 5 estrellas,1713,""
2018-04-01,Buenos Aires,Para Hoteles,2615,""
2018-04-01,CABA,1 y 2 estrellas,837,""
2018-04-01,CABA,3 estrellas/boutiques/aparts,3151,""
2018-04-01,CABA,4 y 5 estrellas,8447,""
2018-04-01,CABA,Para Hoteles,1341,""
2018-04-01,Cuyo,1 y 2 estrellas,1117,""
2018-04-01,Cuyo,3 estrellas/boutiques/aparts,2268,""
2018-04-01,Cuyo,4 y 5 estrellas,2995,""
2018-04-01,Cuyo,Para Hoteles,899,""
2018-04-01,Córdoba,1 y 2 estrellas,1382,""
2018-04-01,Córdoba,3 estrellas/boutiques/aparts,1560,""
2018-04-01,Córdoba,4 y 5 estrellas,993,""
2018-04-01,Córdoba,Para Hoteles,2254,""
2018-04-01,Litoral,1 y 2 estrellas,865,""
2018-04-01,Litoral,3 estrellas/boutiques/aparts,1985,""
2018-04-01,Litoral,4 y 5 estrellas,3912,""
2018-04-01,Litoral,Para Hoteles,1576,""
2018-04-01,Norte,1 y 2 estrellas,1267,""
2018-04-01,Norte,3 estrellas/boutiques/aparts,2019,""
2018-04-01,Norte,4 y 5 estrellas,2454,""
2018-04-01,Norte,Para Hoteles,1877,""
2018-04-01,Patagonia,1 y 2 estrellas,1148,""
2018-04-01,Patagonia,3 estrellas/boutiques/aparts,2495,""
2018-04-01,Patagonia,4 y 5 estrellas,4046,""
2018-04-01,Patagonia,Para Hoteles,2346,""
2018-05-01,Buenos Aires,1 y 2 estrellas,714,""
2018-05-01,Buenos Aires,3 estrellas/boutiques/aparts,1909,""
2018-05-01,Buenos Aires,4 y 5 estrellas,1432,""
2018-05-01,Buenos Aires,Para Hoteles,1980,""
2018-05-01,CABA,1 y 2 estrellas,838,""
2018-05-01,CABA,3 estrellas/boutiques/aparts,3004,""
2018-05-01,CABA,4 y 5 estrellas,8286,""
2018-05-01,CABA,Para Hoteles,1262,""
2018-05-01,Cuyo,1 y 2 estrellas,1093,""
2018-05-01,Cuyo,3 estrellas/boutiques/aparts,2470,""
2018-05-01,Cuyo,4 y 5 estrellas,3325,""
2018-05-01,Cuyo,Para Hoteles,785,""
2018-05-01,Córdoba,1 y 2 estrellas,1256,""
2018-05-01,Córdoba,3 estrellas/boutiques/aparts,1530,""
2018-05-01,Córdoba,4 y 5 estrellas,990,""
2018-05-01,Córdoba,Para Hoteles,2061,""
2018-05-01,Litoral,1 y 2 estrellas,855,""
2018-05-01,Litoral,3 estrellas/boutiques/aparts,1966,""
2018-05-01,Litoral,4 y 5 estrellas,3850,""
2018-05-01,Litoral,Para Hoteles,1604,""
2018-05-01,Norte,1 y 2 estrellas,1230,""
2018-05-01,Norte,3 estrellas/boutiques/aparts,1966,""
2018-05-01,Norte,4 y 5 estrellas,2406,""
2018-05-01,Norte,Para Hoteles,1899,""
2018-05-01,Patagonia,1 y 2 estrellas,1040,""
2018-05-01,Patagonia,3 estrellas/boutiques/aparts,2269,""
2018-05-01,Patagonia,4 y 5 estrellas,3408,""
2018-05-01,Patagonia,Para Hoteles,1870,""
2018-06-01,Buenos Aires,1 y 2 estrellas,697,""
2018-06-01,Buenos Aires,3 estrellas/boutiques/aparts,1763,""
2018-06-01,Buenos Aires,4 y 5 estrellas,1368,""
2018-06-01,Buenos Aires,Para Hoteles,1881,""
2018-06-01,CABA,1 y 2 estrellas,825,""
2018-06-01,CABA,3 estrellas/boutiques/aparts,2986,""
2018-06-01,CABA,4 y 5 estrellas,8349,""
2018-06-01,CABA,Para Hoteles,1287,""
2018-06-01,Cuyo,1 y 2 estrellas,1081,""
2018-06-01,Cuyo,3 estrellas/boutiques/aparts,2507,""
2018-06-01,Cuyo,4 y 5 estrellas,3042,""
2018-06-01,Cuyo,Para Hoteles,821,""
2018-06-01,Córdoba,1 y 2 estrellas,1270,""
2018-06-01,Córdoba,3 estrellas/boutiques/aparts,1383,""
2018-06-01,Córdoba,4 y 5 estrellas,996,""
2018-06-01,Córdoba,Para Hoteles,2010,""
2018-06-01,Litoral,1 y 2 estrellas,848,""
2018-06-01,Litoral,3 estrellas/boutiques/aparts,1963,""
2018-06-01,Litoral,4 y 5 estrellas,3896,""
2018-06-01,Litoral,Para Hoteles,1603,""
2018-06-01,Norte,1 y 2 estrellas,1244,""
2018-06-01,Norte,3 estrellas/boutiques/aparts,1801,""
2018-06-01,Norte,4 y 5 estrellas,2374,""
2018-06-01,Norte,Para Hoteles,1879,""
2018-06-01,Patagonia,1 y 2 estrellas,1285,""
2018-06-01,Patagonia,3 estrellas/boutiques/aparts,2453,""
2018-06-01,Patagonia,4 y 5 estrellas,3648,""
2018-06-01,Patagonia,Para Hoteles,2018,""
2018-07-01,Buenos Aires,1 y 2 estrellas,784,""
2018-07-01,Buenos Aires,3 estrellas/boutiques/aparts,1901,""
2018-07-01,Buenos Aires,4 y 5 estrellas,1528,""
2018-07-01,Buenos Aires,Para Hoteles,1758,""
2018-07-01,CABA,1 y 2 estrellas,826,""
2018-07-01,CABA,3 estrellas/boutiques/aparts,2913,""
2018-07-01,CABA,4 y 5 estrellas,8196,""
2018-07-01,CABA,Para Hoteles,1285,""
2018-07-01,Cuyo,1 y 2 estrellas,1087,""
2018-07-01,Cuyo,3 estrellas/boutiques/aparts,2332,""
2018-07-01,Cuyo,4 y 5 estrellas,3252,""
2018-07-01,Cuyo,Para Hoteles,946,""
2018-07-01,Córdoba,1 y 2 estrellas,1420,""
2018-07-01,Córdoba,3 estrellas/boutiques/aparts,1562,""
2018-07-01,Córdoba,4 y 5 estrellas,1014,""
2018-07-01,Córdoba,Para Hoteles,2481,""
2018-07-01,Litoral,1 y 2 estrellas,845,""
2018-07-01,Litoral,3 estrellas/boutiques/aparts,1961,""
2018-07-01,Litoral,4 y 5 estrellas,3772,""
2018-07-01,Litoral,Para Hoteles,1601,""
2018-07-01,Norte,1 y 2 estrellas,1232,""
2018-07-01,Norte,3 estrellas/boutiques/aparts,1825,""
2018-07-01,Norte,4 y 5 estrellas,2394,""
2018-07-01,Norte,Para Hoteles,1892,""
2018-07-01,Patagonia,1 y 2 estrellas,1581,""
2018-07-01,Patagonia,3 estrellas/boutiques/aparts,2752,""
2018-07-01,Patagonia,4 y 5 estrellas,3941,""
2018-07-01,Patagonia,Para Hoteles,2485,""
2018-08-01,Buenos Aires,1 y 2 estrellas,756,""
2018-08-01,Buenos Aires,3 estrellas/boutiques/aparts,1742,""
2018-08-01,Buenos Aires,4 y 5 estrellas,1589,""
2018-08-01,Buenos Aires,Para Hoteles,2104,""
2018-08-01,CABA,1 y 2 estrellas,836,""
2018-08-01,CABA,3 estrellas/boutiques/aparts,2912,""
2018-08-01,CABA,4 y 5 estrellas,8449,""
2018-08-01,CABA,Para Hoteles,1270,""
2018-08-01,Cuyo,1 y 2 estrellas,1084,""
2018-08-01,Cuyo,3 estrellas/boutiques/aparts,2230,""
2018-08-01,Cuyo,4 y 5 estrellas,3467,""
2018-08-01,Cuyo,Para Hoteles,825,""
2018-08-01,Córdoba,1 y 2 estrellas,1268,""
2018-08-01,Córdoba,3 estrellas/boutiques/aparts,1530,""
2018-08-01,Córdoba,4 y 5 estrellas,1016,""
2018-08-01,Córdoba,Para Hoteles,2488,""
2018-08-01,Litoral,1 y 2 estrellas,797,""
2018-08-01,Litoral,3 estrellas/boutiques/aparts,1949,""
2018-08-01,Litoral,4 y 5 estrellas,3881,""
2018-08-01,Litoral,Para Hoteles,1604,""
2018-08-01,Norte,1 y 2 estrellas,1216,""
2018-08-01,Norte,3 estrellas/boutiques/aparts,1719,""
2018-08-01,Norte,4 y 5 estrellas,2354,""
2018-08-01,Norte,Para Hoteles,1855,""
2018-08-01,Patagonia,1 y 2 estrellas,1484,""
2018-08-01,Patagonia,3 estrellas/boutiques/aparts,2803,""
2018-08-01,Patagonia,4 y 5 estrellas,3831,""
2018-08-01,Patagonia,Para Hoteles,2624,""
2018-09-01,Buenos Aires,1 y 2 estrellas,910,""
2018-09-01,Buenos Aires,3 estrellas/boutiques/aparts,2344,""
2018-09-01,Buenos Aires,4 y 5 estrellas,1655,""
2018-09-01,Buenos Aires,Para Hoteles,2343,""
2018-09-01,CABA,1 y 2 estrellas,839,""
2018-09-01,CABA,3 estrellas/boutiques/aparts,2945,""
2018-09-01,CABA,4 y 5 estrellas,8551,""
2018-09-01,CABA,Para Hoteles,1225,""
2018-09-01,Cuyo,1 y 2 estrellas,1095,""
2018-09-01,Cuyo,3 estrellas/boutiques/aparts,2230,""
2018-09-01,Cuyo,4 y 5 estrellas,3571,""
2018-09-01,Cuyo,Para Hoteles,848,""
2018-09-01,Córdoba,1 y 2 estrellas,1278,""
2018-09-01,Córdoba,3 estrellas/boutiques/aparts,1557,""
2018-09-01,Córdoba,4 y 5 estrellas,1006,""
2018-09-01,Córdoba,Para Hoteles,2392,""
2018-09-01,Litoral,1 y 2 estrellas,824,""
2018-09-01,Litoral,3 estrellas/boutiques/aparts,1946,""
2018-09-01,Litoral,4 y 5 estrellas,3861,""
2018-09-01,Litoral,Para Hoteles,1574,""
2018-09-01,Norte,1 y 2 estrellas,1163,""
2018-09-01,Norte,3 estrellas/boutiques/aparts,1756,""
2018-09-01,Norte,4 y 5 estrellas,2376,""
2018-09-01,Norte,Para Hoteles,1851,""
