indice_tiempo,region_de_destino,categoria_del_hotel,ingresos_por_habitacion_disponible,observaciones
2013-02-01,Patagonia,4 y 5 estrellas,411.2,""
2013-02-01,Patagonia,Para Hoteles,138.9,""
2013-02-01,Patagonia,Total,226.8,""
2013-03-01,Buenos Aires,1 y 2 estrellas,62.5,""
2013-03-01,Buenos Aires,3 estrellas/boutiques/aparts,124.8,""
2013-03-01,Buenos Aires,4 y 5 estrellas,232.9,""
2013-03-01,Buenos Aires,Para Hoteles,105,""
2013-03-01,Buenos Aires,Total,113.9,""
2013-03-01,CABA,1 y 2 estrellas,107.6,""
2013-03-01,CABA,3 estrellas/boutiques/aparts,206.5,""
2013-03-01,CABA,4 y 5 estrellas,383.7,""
2013-03-01,CABA,Para Hoteles,53.6,""
2013-03-01,CABA,Total,228.8,""
2013-03-01,Cuyo,1 y 2 estrellas,69.7,""
2013-03-01,Cuyo,3 estrellas/boutiques/aparts,147.9,""
2013-03-01,Cuyo,4 y 5 estrellas,266.1,""
2013-03-01,Cuyo,Para Hoteles,34.3,""
2013-03-01,Cuyo,Total,123.8,""
2013-03-01,Córdoba,1 y 2 estrellas,66.5,""
2013-03-01,Córdoba,3 estrellas/boutiques/aparts,166.1,""
2013-03-01,Córdoba,4 y 5 estrellas,192.6,""
2013-03-01,Córdoba,Para Hoteles,135.5,""
2013-03-01,Córdoba,Total,125,""
2013-03-01,Litoral,1 y 2 estrellas,73.1,""
2013-03-01,Litoral,3 estrellas/boutiques/aparts,127.6,""
2013-03-01,Litoral,4 y 5 estrellas,279.8,""
2013-03-01,Litoral,Para Hoteles,65.3,""
2013-03-01,Litoral,Total,142,""
2013-03-01,Norte,1 y 2 estrellas,75.9,""
2013-03-01,Norte,3 estrellas/boutiques/aparts,224.5,""
2013-03-01,Norte,4 y 5 estrellas,229.2,""
2013-03-01,Norte,Para Hoteles,52.6,""
2013-03-01,Norte,Total,136.3,""
2013-03-01,Patagonia,1 y 2 estrellas,125,""
2013-03-01,Patagonia,3 estrellas/boutiques/aparts,220.4,""
2013-03-01,Patagonia,4 y 5 estrellas,293.8,""
2013-03-01,Patagonia,Para Hoteles,87.4,""
2013-03-01,Patagonia,Total,164.6,""
2013-04-01,Buenos Aires,1 y 2 estrellas,46.1,""
2013-04-01,Buenos Aires,3 estrellas/boutiques/aparts,68.4,""
2013-04-01,Buenos Aires,4 y 5 estrellas,133.8,""
2013-04-01,Buenos Aires,Para Hoteles,44.1,""
2013-04-01,Buenos Aires,Total,64.7,""
2013-04-01,CABA,1 y 2 estrellas,107.9,""
2013-04-01,CABA,3 estrellas/boutiques/aparts,200.2,""
2013-04-01,CABA,4 y 5 estrellas,375.2,""
2013-04-01,CABA,Para Hoteles,53,""
2013-04-01,CABA,Total,223.1,""
2013-04-01,Cuyo,1 y 2 estrellas,67.2,""
2013-04-01,Cuyo,3 estrellas/boutiques/aparts,131,""
2013-04-01,Cuyo,4 y 5 estrellas,225.1,""
2013-04-01,Cuyo,Para Hoteles,23.4,""
2013-04-01,Cuyo,Total,109.3,""
2013-04-01,Córdoba,1 y 2 estrellas,49.2,""
2013-04-01,Córdoba,3 estrellas/boutiques/aparts,101,""
2013-04-01,Córdoba,4 y 5 estrellas,174.8,""
2013-04-01,Córdoba,Para Hoteles,71,""
2013-04-01,Córdoba,Total,82.5,""
2013-04-01,Litoral,1 y 2 estrellas,74.3,""
2013-04-01,Litoral,3 estrellas/boutiques/aparts,126.5,""
2013-04-01,Litoral,4 y 5 estrellas,233.8,""
2013-04-01,Litoral,Para Hoteles,54.9,""
2013-04-01,Litoral,Total,129.4,""
2013-04-01,Norte,1 y 2 estrellas,71.2,""
2013-04-01,Norte,3 estrellas/boutiques/aparts,168.7,""
2013-04-01,Norte,4 y 5 estrellas,243.4,""
2013-04-01,Norte,Para Hoteles,43.6,""
2013-04-01,Norte,Total,120.7,""
2013-04-01,Patagonia,1 y 2 estrellas,101.8,""
2013-04-01,Patagonia,3 estrellas/boutiques/aparts,173.5,""
2013-04-01,Patagonia,4 y 5 estrellas,199,""
2013-04-01,Patagonia,Para Hoteles,51.6,""
2013-04-01,Patagonia,Total,119.8,""
2013-05-01,Buenos Aires,1 y 2 estrellas,21.6,""
2013-05-01,Buenos Aires,3 estrellas/boutiques/aparts,57.9,""
2013-05-01,Buenos Aires,4 y 5 estrellas,100.8,""
2013-05-01,Buenos Aires,Para Hoteles,29,""
2013-05-01,Buenos Aires,Total,47.1,""
2013-05-01,CABA,1 y 2 estrellas,120,""
2013-05-01,CABA,3 estrellas/boutiques/aparts,198.6,""
2013-05-01,CABA,4 y 5 estrellas,345.4,""
2013-05-01,CABA,Para Hoteles,57.7,""
2013-05-01,CABA,Total,213.3,""
2013-05-01,Cuyo,1 y 2 estrellas,53.2,""
2013-05-01,Cuyo,3 estrellas/boutiques/aparts,106.5,""
2013-05-01,Cuyo,4 y 5 estrellas,210.3,""
2013-05-01,Cuyo,Para Hoteles,20.2,""
2013-05-01,Cuyo,Total,94.7,""
2013-05-01,Córdoba,1 y 2 estrellas,40.6,""
2013-05-01,Córdoba,3 estrellas/boutiques/aparts,102.7,""
2013-05-01,Córdoba,4 y 5 estrellas,173.9,""
2013-05-01,Córdoba,Para Hoteles,48.6,""
2013-05-01,Córdoba,Total,73.3,""
2013-05-01,Litoral,1 y 2 estrellas,77.4,""
2013-05-01,Litoral,3 estrellas/boutiques/aparts,128.7,""
2013-05-01,Litoral,4 y 5 estrellas,245.9,""
2013-05-01,Litoral,Para Hoteles,47.6,""
2013-05-01,Litoral,Total,131.2,""
2013-05-01,Norte,1 y 2 estrellas,70.3,""
2013-05-01,Norte,3 estrellas/boutiques/aparts,142.3,""
2013-05-01,Norte,4 y 5 estrellas,213.3,""
2013-05-01,Norte,Para Hoteles,39.2,""
2013-05-01,Norte,Total,105.2,""
2013-05-01,Patagonia,1 y 2 estrellas,88.5,""
2013-05-01,Patagonia,3 estrellas/boutiques/aparts,145,""
2013-05-01,Patagonia,4 y 5 estrellas,174.4,""
2013-05-01,Patagonia,Para Hoteles,35.1,""
2013-05-01,Patagonia,Total,100.4,""
2013-06-01,Buenos Aires,1 y 2 estrellas,25.2,""
2013-06-01,Buenos Aires,3 estrellas/boutiques/aparts,70.6,""
2013-06-01,Buenos Aires,4 y 5 estrellas,128,""
2013-06-01,Buenos Aires,Para Hoteles,40.4,""
2013-06-01,Buenos Aires,Total,59.8,""
2013-06-01,CABA,1 y 2 estrellas,120.2,""
2013-06-01,CABA,3 estrellas/boutiques/aparts,211.7,""
2013-06-01,CABA,4 y 5 estrellas,335.4,""
2013-06-01,CABA,Para Hoteles,52.2,""
2013-06-01,CABA,Total,211.2,""
2013-06-01,Cuyo,1 y 2 estrellas,61.9,""
2013-06-01,Cuyo,3 estrellas/boutiques/aparts,121.9,""
2013-06-01,Cuyo,4 y 5 estrellas,196.9,""
2013-06-01,Cuyo,Para Hoteles,23.5,""
2013-06-01,Cuyo,Total,99.6,""
2013-06-01,Córdoba,1 y 2 estrellas,45.5,""
2013-06-01,Córdoba,3 estrellas/boutiques/aparts,114.8,""
2013-06-01,Córdoba,4 y 5 estrellas,175.8,""
2013-06-01,Córdoba,Para Hoteles,53.4,""
2013-06-01,Córdoba,Total,80.6,""
2013-06-01,Litoral,1 y 2 estrellas,81.5,""
2013-06-01,Litoral,3 estrellas/boutiques/aparts,137.6,""
2013-06-01,Litoral,4 y 5 estrellas,262.9,""
2013-06-01,Litoral,Para Hoteles,48.6,""
2013-06-01,Litoral,Total,139.1,""
2013-06-01,Norte,1 y 2 estrellas,85.8,""
2013-06-01,Norte,3 estrellas/boutiques/aparts,155,""
2013-06-01,Norte,4 y 5 estrellas,231.9,""
2013-06-01,Norte,Para Hoteles,40.9,""
2013-06-01,Norte,Total,118.4,""
2013-06-01,Patagonia,1 y 2 estrellas,105.8,""
2013-06-01,Patagonia,3 estrellas/boutiques/aparts,159.4,""
2013-06-01,Patagonia,4 y 5 estrellas,317.8,""
2013-06-01,Patagonia,Para Hoteles,40.6,""
2013-06-01,Patagonia,Total,134.9,""
2013-07-01,Buenos Aires,1 y 2 estrellas,31.6,""
2013-07-01,Buenos Aires,3 estrellas/boutiques/aparts,104.1,""
2013-07-01,Buenos Aires,4 y 5 estrellas,162.8,""
2013-07-01,Buenos Aires,Para Hoteles,53.2,""
2013-07-01,Buenos Aires,Total,79.8,""
2013-07-01,CABA,1 y 2 estrellas,148,""
2013-07-01,CABA,3 estrellas/boutiques/aparts,253.8,""
2013-07-01,CABA,4 y 5 estrellas,368,""
2013-07-01,CABA,Para Hoteles,64.4,""
2013-07-01,CABA,Total,242.2,""
2013-07-01,Cuyo,1 y 2 estrellas,89.7,""
2013-07-01,Cuyo,3 estrellas/boutiques/aparts,184.5,""
2013-07-01,Cuyo,4 y 5 estrellas,344.5,""
2013-07-01,Cuyo,Para Hoteles,39.5,""
2013-07-01,Cuyo,Total,163.7,""
2013-07-01,Córdoba,1 y 2 estrellas,67.9,""
2013-07-01,Córdoba,3 estrellas/boutiques/aparts,202.3,""
2013-07-01,Córdoba,4 y 5 estrellas,247.2,""
2013-07-01,Córdoba,Para Hoteles,131,""
2013-07-01,Córdoba,Total,141.6,""
2013-07-01,Litoral,1 y 2 estrellas,89.9,""
2013-07-01,Litoral,3 estrellas/boutiques/aparts,148.6,""
2013-07-01,Litoral,4 y 5 estrellas,307.2,""
2013-07-01,Litoral,Para Hoteles,79.7,""
2013-07-01,Litoral,Total,167.1,""
2013-07-01,Norte,1 y 2 estrellas,134.5,""
2013-07-01,Norte,3 estrellas/boutiques/aparts,242.2,""
2013-07-01,Norte,4 y 5 estrellas,353.8,""
2013-07-01,Norte,Para Hoteles,73.5,""
2013-07-01,Norte,Total,180.5,""
2013-07-01,Patagonia,1 y 2 estrellas,206.3,""
2013-07-01,Patagonia,3 estrellas/boutiques/aparts,364.2,""
2013-07-01,Patagonia,4 y 5 estrellas,630,""
2013-07-01,Patagonia,Para Hoteles,147.4,""
2013-07-01,Patagonia,Total,301.1,""
2013-08-01,Buenos Aires,1 y 2 estrellas,25,""
2013-08-01,Buenos Aires,3 estrellas/boutiques/aparts,71.8,""
2013-08-01,Buenos Aires,4 y 5 estrellas,123.5,""
2013-08-01,Buenos Aires,Para Hoteles,40,""
2013-08-01,Buenos Aires,Total,59.2,""
2013-08-01,CABA,1 y 2 estrellas,115.9,""
2013-08-01,CABA,3 estrellas/boutiques/aparts,218.8,""
2013-08-01,CABA,4 y 5 estrellas,369.9,""
2013-08-01,CABA,Para Hoteles,58.4,""
2013-08-01,CABA,Total,229.2,""
2013-08-01,Cuyo,1 y 2 estrellas,68.8,""
2013-08-01,Cuyo,3 estrellas/boutiques/aparts,151.7,""
2013-08-01,Cuyo,4 y 5 estrellas,314.8,""
2013-08-01,Cuyo,Para Hoteles,21.8,""
2013-08-01,Cuyo,Total,138,""
2013-08-01,Córdoba,1 y 2 estrellas,46.1,""
2013-08-01,Córdoba,3 estrellas/boutiques/aparts,124.7,""
2013-08-01,Córdoba,4 y 5 estrellas,187.7,""
2013-08-01,Córdoba,Para Hoteles,63.3,""
2013-08-01,Córdoba,Total,88.3,""
2013-08-01,Litoral,1 y 2 estrellas,86.9,""
2013-08-01,Litoral,3 estrellas/boutiques/aparts,137.8,""
2013-08-01,Litoral,4 y 5 estrellas,278.9,""
2013-08-01,Litoral,Para Hoteles,56.4,""
2013-08-01,Litoral,Total,149.5,""
2013-08-01,Norte,1 y 2 estrellas,87.6,""
2013-08-01,Norte,3 estrellas/boutiques/aparts,183.8,""
2013-08-01,Norte,4 y 5 estrellas,296.9,""
2013-08-01,Norte,Para Hoteles,48.3,""
2013-08-01,Norte,Total,138.2,""
2013-08-01,Patagonia,1 y 2 estrellas,200.7,""
2013-08-01,Patagonia,3 estrellas/boutiques/aparts,274.9,""
2013-08-01,Patagonia,4 y 5 estrellas,415.8,""
2013-08-01,Patagonia,Para Hoteles,92,""
2013-08-01,Patagonia,Total,219.9,""
2013-09-01,Buenos Aires,1 y 2 estrellas,32.1,""
2013-09-01,Buenos Aires,3 estrellas/boutiques/aparts,75,""
2013-09-01,Buenos Aires,4 y 5 estrellas,164.2,""
2013-09-01,Buenos Aires,Para Hoteles,44.4,""
2013-09-01,Buenos Aires,Total,69.6,""
2013-09-01,CABA,1 y 2 estrellas,133.1,""
2013-09-01,CABA,3 estrellas/boutiques/aparts,247.6,""
2013-09-01,CABA,4 y 5 estrellas,471,""
2013-09-01,CABA,Para Hoteles,67,""
2013-09-01,CABA,Total,280,""
2013-09-01,Cuyo,1 y 2 estrellas,68.6,""
2013-09-01,Cuyo,3 estrellas/boutiques/aparts,156.4,""
2013-09-01,Cuyo,4 y 5 estrellas,311.7,""
2013-09-01,Cuyo,Para Hoteles,25.8,""
2013-09-01,Cuyo,Total,138.6,""
2013-09-01,Córdoba,1 y 2 estrellas,58.7,""
2013-09-01,Córdoba,3 estrellas/boutiques/aparts,126.2,""
2013-09-01,Córdoba,4 y 5 estrellas,222.3,""
2013-09-01,Córdoba,Para Hoteles,56.4,""
2013-09-01,Córdoba,Total,92.2,""
2013-09-01,Litoral,1 y 2 estrellas,106.5,""
2013-09-01,Litoral,3 estrellas/boutiques/aparts,153.2,""
2013-09-01,Litoral,4 y 5 estrellas,290.4,""
2013-09-01,Litoral,Para Hoteles,67.3,""
2013-09-01,Litoral,Total,164.5,""
2013-09-01,Norte,1 y 2 estrellas,87.3,""
2013-09-01,Norte,3 estrellas/boutiques/aparts,162.8,""
2013-09-01,Norte,4 y 5 estrellas,294.4,""
2013-09-01,Norte,Para Hoteles,50.1,""
2013-09-01,Norte,Total,133.2,""
2013-09-01,Patagonia,1 y 2 estrellas,196,""
2013-09-01,Patagonia,3 estrellas/boutiques/aparts,255.2,""
2013-09-01,Patagonia,4 y 5 estrellas,413.8,""
2013-09-01,Patagonia,Para Hoteles,88,""
2013-09-01,Patagonia,Total,211.3,""
2013-10-01,Buenos Aires,1 y 2 estrellas,34.8,""
2013-10-01,Buenos Aires,3 estrellas/boutiques/aparts,98.1,""
2013-10-01,Buenos Aires,4 y 5 estrellas,201.3,""
2013-10-01,Buenos Aires,Para Hoteles,63.5,""
2013-10-01,Buenos Aires,Total,87.9,""
2013-10-01,CABA,1 y 2 estrellas,140.1,""
2013-10-01,CABA,3 estrellas/boutiques/aparts,266,""
2013-10-01,CABA,4 y 5 estrellas,460.1,""
2013-10-01,CABA,Para Hoteles,65.1,""
2013-10-01,CABA,Total,281.7,""
2013-10-01,Cuyo,1 y 2 estrellas,78.8,""
2013-10-01,Cuyo,3 estrellas/boutiques/aparts,146.1,""
2013-10-01,Cuyo,4 y 5 estrellas,286.5,""
2013-10-01,Cuyo,Para Hoteles,29.6,""
2013-10-01,Cuyo,Total,132.7,""
2013-10-01,Córdoba,1 y 2 estrellas,59.3,""
2013-10-01,Córdoba,3 estrellas/boutiques/aparts,145.8,""
2013-10-01,Córdoba,4 y 5 estrellas,225.5,""
2013-10-01,Córdoba,Para Hoteles,105.2,""
2013-10-01,Córdoba,Total,112.7,""
2013-10-01,Litoral,1 y 2 estrellas,98.3,""
2013-10-01,Litoral,3 estrellas/boutiques/aparts,149.6,""
2013-10-01,Litoral,4 y 5 estrellas,315.8,""
2013-10-01,Litoral,Para Hoteles,69.1,""
2013-10-01,Litoral,Total,169.7,""
2013-10-01,Norte,1 y 2 estrellas,75.7,""
2013-10-01,Norte,3 estrellas/boutiques/aparts,158,""
2013-10-01,Norte,4 y 5 estrellas,280,""
2013-10-01,Norte,Para Hoteles,51.1,""
2013-10-01,Norte,Total,129.9,""
2013-10-01,Patagonia,1 y 2 estrellas,157.5,""
2013-10-01,Patagonia,3 estrellas/boutiques/aparts,227.3,""
2013-10-01,Patagonia,4 y 5 estrellas,340.7,""
2013-10-01,Patagonia,Para Hoteles,72.4,""
2013-10-01,Patagonia,Total,176.3,""
2013-11-01,Buenos Aires,1 y 2 estrellas,46.2,""
2013-11-01,Buenos Aires,3 estrellas/boutiques/aparts,133.4,""
2013-11-01,Buenos Aires,4 y 5 estrellas,288.5,""
2013-11-01,Buenos Aires,Para Hoteles,111.1,""
2013-11-01,Buenos Aires,Total,129.2,""
2013-11-01,CABA,1 y 2 estrellas,145.9,""
2013-11-01,CABA,3 estrellas/boutiques/aparts,300.9,""
2013-11-01,CABA,4 y 5 estrellas,559.5,""
2013-11-01,CABA,Para Hoteles,73.5,""
2013-11-01,CABA,Total,333.6,""
2013-11-01,Cuyo,1 y 2 estrellas,67.9,""
2013-11-01,Cuyo,3 estrellas/boutiques/aparts,151.2,""
2013-11-01,Cuyo,4 y 5 estrellas,264,""
2013-11-01,Cuyo,Para Hoteles,32.7,""
2013-11-01,Cuyo,Total,126.9,""
2013-11-01,Córdoba,1 y 2 estrellas,72.6,""
2013-11-01,Córdoba,3 estrellas/boutiques/aparts,153.4,""
2013-11-01,Córdoba,4 y 5 estrellas,225.2,""
2013-11-01,Córdoba,Para Hoteles,76.9,""
2013-11-01,Córdoba,Total,109.1,""
2013-11-01,Litoral,1 y 2 estrellas,87.7,""
2013-11-01,Litoral,3 estrellas/boutiques/aparts,146.8,""
2013-11-01,Litoral,4 y 5 estrellas,349.9,""
2013-11-01,Litoral,Para Hoteles,78.8,""
2013-11-01,Litoral,Total,180.2,""
2013-11-01,Norte,1 y 2 estrellas,80.2,""
2013-11-01,Norte,3 estrellas/boutiques/aparts,166.5,""
2013-11-01,Norte,4 y 5 estrellas,273.4,""
2013-11-01,Norte,Para Hoteles,48.6,""
2013-11-01,Norte,Total,133.1,""
2013-11-01,Patagonia,1 y 2 estrellas,175.4,""
2013-11-01,Patagonia,3 estrellas/boutiques/aparts,300.7,""
2013-11-01,Patagonia,4 y 5 estrellas,446.3,""
2013-11-01,Patagonia,Para Hoteles,107.7,""
2013-11-01,Patagonia,Total,232.6,""
2013-12-01,Buenos Aires,1 y 2 estrellas,53.5,""
2013-12-01,Buenos Aires,3 estrellas/boutiques/aparts,162.1,""
2013-12-01,Buenos Aires,4 y 5 estrellas,280.1,""
2013-12-01,Buenos Aires,Para Hoteles,87,""
2013-12-01,Buenos Aires,Total,126.1,""
2013-12-01,CABA,1 y 2 estrellas,126.6,""
2013-12-01,CABA,3 estrellas/boutiques/aparts,252.6,""
2013-12-01,CABA,4 y 5 estrellas,475.4,""
2013-12-01,CABA,Para Hoteles,62.7,""
2013-12-01,CABA,Total,283,""
2013-12-01,Cuyo,1 y 2 estrellas,50.3,""
2013-12-01,Cuyo,3 estrellas/boutiques/aparts,118.5,""
2013-12-01,Cuyo,4 y 5 estrellas,199.6,""
2013-12-01,Cuyo,Para Hoteles,23.7,""
2013-12-01,Cuyo,Total,97,""
2013-12-01,Córdoba,1 y 2 estrellas,75,""
2013-12-01,Córdoba,3 estrellas/boutiques/aparts,160,""
2013-12-01,Córdoba,4 y 5 estrellas,202.6,""
2013-12-01,Córdoba,Para Hoteles,108.1,""
2013-12-01,Córdoba,Total,119.1,""
2013-12-01,Litoral,1 y 2 estrellas,71.4,""
2013-12-01,Litoral,3 estrellas/boutiques/aparts,122.2,""
2013-12-01,Litoral,4 y 5 estrellas,302.2,""
2013-12-01,Litoral,Para Hoteles,72.1,""
2013-12-01,Litoral,Total,155.5,""
2013-12-01,Norte,1 y 2 estrellas,71,""
2013-12-01,Norte,3 estrellas/boutiques/aparts,134.6,""
2013-12-01,Norte,4 y 5 estrellas,178.4,""
2013-12-01,Norte,Para Hoteles,38.7,""
2013-12-01,Norte,Total,100.1,""
2013-12-01,Patagonia,1 y 2 estrellas,180.6,""
2013-12-01,Patagonia,3 estrellas/boutiques/aparts,274.2,""
2013-12-01,Patagonia,4 y 5 estrellas,441.5,""
2013-12-01,Patagonia,Para Hoteles,117,""
2013-12-01,Patagonia,Total,228.1,""
2014-01-01,Buenos Aires,1 y 2 estrellas,189.5,""
2014-01-01,Buenos Aires,3 estrellas/boutiques/aparts,536.2,""
2014-01-01,Buenos Aires,4 y 5 estrellas,633.5,""
2014-01-01,Buenos Aires,Para Hoteles,345.3,""
2014-01-01,Buenos Aires,Total,372.5,""
2014-01-01,CABA,1 y 2 estrellas,117,""
2014-01-01,CABA,3 estrellas/boutiques/aparts,224.2,""
2014-01-01,CABA,4 y 5 estrellas,425.9,""
2014-01-01,CABA,Para Hoteles,60.9,""
2014-01-01,CABA,Total,254.7,""
2014-01-01,Cuyo,1 y 2 estrellas,80.4,""
2014-01-01,Cuyo,3 estrellas/boutiques/aparts,215.3,""
2014-01-01,Cuyo,4 y 5 estrellas,315.6,""
2014-01-01,Cuyo,Para Hoteles,95.6,""
2014-01-01,Cuyo,Total,173.5,""
2014-01-01,Córdoba,1 y 2 estrellas,173.2,""
2014-01-01,Córdoba,3 estrellas/boutiques/aparts,315.7,""
2014-01-01,Córdoba,4 y 5 estrellas,288.3,""
2014-01-01,Córdoba,Para Hoteles,367.4,""
2014-01-01,Córdoba,Total,285,""
2014-01-01,Litoral,1 y 2 estrellas,111,""
2014-01-01,Litoral,3 estrellas/boutiques/aparts,166.1,""
2014-01-01,Litoral,4 y 5 estrellas,333.3,""
2014-01-01,Litoral,Para Hoteles,151.4,""
2014-01-01,Litoral,Total,200.9,""
2014-01-01,Norte,1 y 2 estrellas,82.1,""
2014-01-01,Norte,3 estrellas/boutiques/aparts,184.8,""
2014-01-01,Norte,4 y 5 estrellas,209.6,""
2014-01-01,Norte,Para Hoteles,77.7,""
2014-01-01,Norte,Total,134.3,""
2014-01-01,Patagonia,1 y 2 estrellas,218.7,""
2014-01-01,Patagonia,3 estrellas/boutiques/aparts,447.3,""
2014-01-01,Patagonia,4 y 5 estrellas,691.4,""
2014-01-01,Patagonia,Para Hoteles,281.2,""
2014-01-01,Patagonia,Total,388.3,""
2014-02-01,Buenos Aires,1 y 2 estrellas,148,""
2014-02-01,Buenos Aires,3 estrellas/boutiques/aparts,447.2,""
2014-02-01,Buenos Aires,4 y 5 estrellas,529.1,""
2014-02-01,Buenos Aires,Para Hoteles,253.8,""
2014-02-01,Buenos Aires,Total,296.8,""
2014-02-01,CABA,1 y 2 estrellas,118.3,""
2014-02-01,CABA,3 estrellas/boutiques/aparts,252.5,""
2014-02-01,CABA,4 y 5 estrellas,503.8,""
2014-02-01,CABA,Para Hoteles,63.8,""
2014-02-01,CABA,Total,293.3,""
2014-02-01,Cuyo,1 y 2 estrellas,82.4,""
2014-02-01,Cuyo,3 estrellas/boutiques/aparts,218.7,""
2014-02-01,Cuyo,4 y 5 estrellas,336.5,""
2014-02-01,Cuyo,Para Hoteles,80.1,""
2014-02-01,Cuyo,Total,175.5,""
2014-02-01,Córdoba,1 y 2 estrellas,160.5,""
2014-02-01,Córdoba,3 estrellas/boutiques/aparts,261.5,""
2014-02-01,Córdoba,4 y 5 estrellas,264.3,""
2014-02-01,Córdoba,Para Hoteles,268.1,""
2014-02-01,Córdoba,Total,231.1,""
2014-02-01,Litoral,1 y 2 estrellas,138.5,""
2014-02-01,Litoral,3 estrellas/boutiques/aparts,173.1,""
2014-02-01,Litoral,4 y 5 estrellas,355.4,""
2014-02-01,Litoral,Para Hoteles,166.6,""
2014-02-01,Litoral,Total,218,""
2014-02-01,Norte,1 y 2 estrellas,83.6,""
2014-02-01,Norte,3 estrellas/boutiques/aparts,178.4,""
2014-02-01,Norte,4 y 5 estrellas,217,""
2014-02-01,Norte,Para Hoteles,71.9,""
2014-02-01,Norte,Total,132.4,""
2014-02-01,Patagonia,1 y 2 estrellas,207.9,""
2014-02-01,Patagonia,3 estrellas/boutiques/aparts,425.6,""
2014-02-01,Patagonia,4 y 5 estrellas,629.8,""
2014-02-01,Patagonia,Para Hoteles,250.7,""
2014-02-01,Patagonia,Total,359.5,""
2014-03-01,Buenos Aires,1 y 2 estrellas,69.9,""
2014-03-01,Buenos Aires,3 estrellas/boutiques/aparts,193.8,""
2014-03-01,Buenos Aires,4 y 5 estrellas,299.6,""
2014-03-01,Buenos Aires,Para Hoteles,143,""
2014-03-01,Buenos Aires,Total,159.2,""
2014-03-01,CABA,1 y 2 estrellas,130.4,""
2014-03-01,CABA,3 estrellas/boutiques/aparts,296.4,""
2014-03-01,CABA,4 y 5 estrellas,593.8,""
2014-03-01,CABA,Para Hoteles,79.8,""
2014-03-01,CABA,Total,345.6,""
2014-03-01,Cuyo,1 y 2 estrellas,77.5,""
2014-03-01,Cuyo,3 estrellas/boutiques/aparts,171,""
2014-03-01,Cuyo,4 y 5 estrellas,335.8,""
2014-03-01,Cuyo,Para Hoteles,42.7,""
2014-03-01,Cuyo,Total,149.1,""
2014-03-01,Córdoba,1 y 2 estrellas,95,""
2014-03-01,Córdoba,3 estrellas/boutiques/aparts,176,""
2014-03-01,Córdoba,4 y 5 estrellas,244.5,""
2014-03-01,Córdoba,Para Hoteles,153,""
2014-03-01,Córdoba,Total,150.2,""
2014-03-01,Litoral,1 y 2 estrellas,92,""
2014-03-01,Litoral,3 estrellas/boutiques/aparts,179.5,""
2014-03-01,Litoral,4 y 5 estrellas,360,""
2014-03-01,Litoral,Para Hoteles,129.7,""
2014-03-01,Litoral,Total,204.4,""
2014-03-01,Norte,1 y 2 estrellas,85.9,""
2014-03-01,Norte,3 estrellas/boutiques/aparts,204.9,""
2014-03-01,Norte,4 y 5 estrellas,232.7,""
2014-03-01,Norte,Para Hoteles,58.4,""
2014-03-01,Norte,Total,138,""
2014-03-01,Patagonia,1 y 2 estrellas,151.7,""
2014-03-01,Patagonia,3 estrellas/boutiques/aparts,294.4,""
2014-03-01,Patagonia,4 y 5 estrellas,447.8,""
2014-03-01,Patagonia,Para Hoteles,135.7,""
2014-03-01,Patagonia,Total,242.4,""
2014-04-01,Buenos Aires,1 y 2 estrellas,39.8,""
2014-04-01,Buenos Aires,3 estrellas/boutiques/aparts,116.6,""
2014-04-01,Buenos Aires,4 y 5 estrellas,197.8,""
2014-04-01,Buenos Aires,Para Hoteles,77.8,""
2014-04-01,Buenos Aires,Total,98.9,""
2014-04-01,CABA,1 y 2 estrellas,140.2,""
2014-04-01,CABA,3 estrellas/boutiques/aparts,303.3,""
2014-04-01,CABA,4 y 5 estrellas,568.1,""
2014-04-01,CABA,Para Hoteles,80.2,""
2014-04-01,CABA,Total,339.5,""
2014-04-01,Cuyo,1 y 2 estrellas,71.2,""
2014-04-01,Cuyo,3 estrellas/boutiques/aparts,150.5,""
2014-04-01,Cuyo,4 y 5 estrellas,296.8,""
2014-04-01,Cuyo,Para Hoteles,32.5,""
2014-04-01,Cuyo,Total,131.6,""
2014-04-01,Córdoba,1 y 2 estrellas,70,""
2014-04-01,Córdoba,3 estrellas/boutiques/aparts,153.9,""
2014-04-01,Córdoba,4 y 5 estrellas,254.4,""
2014-04-01,Córdoba,Para Hoteles,112.1,""
2014-04-01,Córdoba,Total,123.3,""
2014-04-01,Litoral,1 y 2 estrellas,95.9,""
2014-04-01,Litoral,3 estrellas/boutiques/aparts,161,""
2014-04-01,Litoral,4 y 5 estrellas,351.2,""
2014-04-01,Litoral,Para Hoteles,108.3,""
2014-04-01,Litoral,Total,192.3,""
2014-04-01,Norte,1 y 2 estrellas,93.8,""
2014-04-01,Norte,3 estrellas/boutiques/aparts,195.1,""
2014-04-01,Norte,4 y 5 estrellas,298.7,""
2014-04-01,Norte,Para Hoteles,57.5,""
2014-04-01,Norte,Total,148.2,""
2014-04-01,Patagonia,1 y 2 estrellas,136.1,""
2014-04-01,Patagonia,3 estrellas/boutiques/aparts,252.5,""
2014-04-01,Patagonia,4 y 5 estrellas,407.2,""
2014-04-01,Patagonia,Para Hoteles,87.2,""
2014-04-01,Patagonia,Total,202.5,""
2014-05-01,Buenos Aires,1 y 2 estrellas,28.4,""
2014-05-01,Buenos Aires,3 estrellas/boutiques/aparts,80.6,""
